activity_id,week,location_id,co_share_group
A036,26,PLAT:BET:S14:EB,g1
A036,26,PLAT:BET:H01:EB,g1
A036,27,SEC:BET:S14_H01:EB,g1
A036,27,PLAT:BET:S14:EB,g1
A036,27,PLAT:BET:H01:EB,g1
A036,28,SEC:BET:S14_H01:EB,g1
A036,28,PLAT:BET:S14:EB,g1
A036,28,PLAT:BET:H01:EB,g1
A037,17,SEC:BET:S15_S16:EB,g2
A037,17,SEC:BET:S16_S17:EB,g1
A037,17,PLAT:BET:S15:EB,g2
A037,17,PLAT:BET:S16:EB,g1
A037,17,PLAT:BET:S17:EB,g1
A037,21,SEC:BET:S15_S16:EB,g1
A037,21,SEC:BET:S16_S17:EB,g2
A037,21,PLAT:BET:S15:EB,g1
A037,21,PLAT:BET:S16:EB,g1
A037,21,PLAT:BET:S17:EB,g1
A038,22,SEC:BET:S17_S18:EB,g1
A038,22,PLAT:BET:S17:EB,g1
A038,22,PLAT:BET:S18:EB,g1
A038,23,SEC:BET:S17_S18:EB,g1
A038,23,PLAT:BET:S17:EB,g1
A038,23,PLAT:BET:S18:EB,g1
A038,24,SEC:BET:S17_S18:EB,g1
A038,24,PLAT:BET:S17:EB,g1
A038,24,PLAT:BET:S18:EB,g1
A039,8,SEC:BET:S11_S12:WB,g1
A039,8,SEC:BET:S12_S13:WB,g1
A039,8,SEC:BET:S13_S14:WB,g1
A039,8,PLAT:BET:S11:WB,g1
A039,8,PLAT:BET:S12:WB,g1
A039,8,PLAT:BET:S13:WB,g1
A039,8,PLAT:BET:S14:WB,g1
A039,9,SEC:BET:S11_S12:WB,g1
A039,9,SEC:BET:S12_S13:WB,g1
A039,9,SEC:BET:S13_S14:WB,g1
A039,9,PLAT:BET:S11:WB,g1
A039,9,PLAT:BET:S12:WB,g1
A039,9,PLAT:BET:S13:WB,g1
A039,9,PLAT:BET:S14:WB,g1
A039,10,SEC:BET:S11_S12:WB,g1
A039,10,SEC:BET:S12_S13:WB,g1
A039,10,SEC:BET:S13_S14:WB,g1
A039,10,PLAT:BET:S11:WB,g1
A039,10,PLAT:BET:S12:WB,g1
A039,10,PLAT:BET:S13:WB,g1
A039,10,PLAT:BET:S14:WB,g1
A039,14,SEC:BET:S11_S12:WB,g1
A039,14,SEC:BET:S12_S13:WB,g1
A039,14,SEC:BET:S13_S14:WB,g1
A039,14,PLAT:BET:S11:WB,g1
A039,14,PLAT:BET:S12:WB,g1
A039,14,PLAT:BET:S13:WB,g1
A039,14,PLAT:BET:S14:WB,g1
A039,15,SEC:BET:S11_S12:WB,g1
A039,15,SEC:BET:S12_S13:WB,g1
A039,15,SEC:BET:S13_S14:WB,g1
A039,15,PLAT:BET:S11:WB,g1
A039,15,PLAT:BET:S12:WB,g1
A039,15,PLAT:BET:S13:WB,g1
A039,15,PLAT:BET:S14:WB,g1
A039,19,SEC:BET:S11_S12:WB,g1
A039,19,SEC:BET:S12_S13:WB,g1
A039,19,SEC:BET:S13_S14:WB,g1
A039,19,PLAT:BET:S11:WB,g1
A039,19,PLAT:BET:S12:WB,g1
A039,19,PLAT:BET:S13:WB,g1
A039,19,PLAT:BET:S14:WB,g1
A039,20,SEC:BET:S11_S12:WB,g1
A039,20,SEC:BET:S12_S13:WB,g1
A039,20,SEC:BET:S13_S14:WB,g1
A039,20,PLAT:BET:S11:WB,g1
A039,20,PLAT:BET:S12:WB,g1
A039,20,PLAT:BET:S13:WB,g1
A039,20,PLAT:BET:S14:WB,g1
A040,13,SEC:BET:H01_H02:EB,g1
A040,13,SEC:BET:H02_S15:EB,g1
A040,13,SEC:BET:S15_S16:EB,g1
A040,13,PLAT:BET:H01:EB,g1
A040,13,PLAT:BET:H02:EB,g1
A040,13,PLAT:BET:S15:EB,g2
A040,13,PLAT:BET:S16:EB,g1
A040,15,SEC:BET:H01_H02:EB,g1
A040,15,SEC:BET:H02_S15:EB,g1
A040,15,SEC:BET:S15_S16:EB,g1
A040,15,PLAT:BET:H01:EB,g1
A040,15,PLAT:BET:H02:EB,g1
A040,15,PLAT:BET:S15:EB,g1
A040,15,PLAT:BET:S16:EB,g2
A040,21,SEC:BET:H01_H02:EB,g1
A040,21,SEC:BET:H02_S15:EB,g1
A040,21,SEC:BET:S15_S16:EB,g3
A040,21,PLAT:BET:H01:EB,g1
A040,21,PLAT:BET:H02:EB,g1
A040,21,PLAT:BET:S15:EB,g1
A040,21,PLAT:BET:S16:EB,g2
A040,22,SEC:BET:H01_H02:EB,g1
A040,22,SEC:BET:H02_S15:EB,g1
A040,22,SEC:BET:S15_S16:EB,g1
A040,22,PLAT:BET:H01:EB,g1
A040,22,PLAT:BET:H02:EB,g1
A040,22,PLAT:BET:S15:EB,g1
A040,22,PLAT:BET:S16:EB,g1
A040,25,SEC:BET:H01_H02:EB,g1
A040,25,SEC:BET:H02_S15:EB,g1
A040,25,SEC:BET:S15_S16:EB,g1
A040,25,PLAT:BET:H01:EB,g1
A040,25,PLAT:BET:H02:EB,g1
A040,25,PLAT:BET:S15:EB,g2
A040,25,PLAT:BET:S16:EB,g2
A040,26,SEC:BET:H01_H02:EB,g1
A040,26,SEC:BET:H02_S15:EB,g1
A040,26,SEC:BET:S15_S16:EB,g1
A040,26,PLAT:BET:H01:EB,g1
A040,26,PLAT:BET:H02:EB,g1
A040,26,PLAT:BET:S15:EB,g2
A040,26,PLAT:BET:S16:EB,g2
A040,27,SEC:BET:H01_H02:EB,g1
A040,27,SEC:BET:H02_S15:EB,g1
A040,27,SEC:BET:S15_S16:EB,g2
A040,27,PLAT:BET:H01:EB,g1
A040,27,PLAT:BET:H02:EB,g1
A040,27,PLAT:BET:S15:EB,g2
A040,27,PLAT:BET:S16:EB,g2
A041,21,SEC:BET:S15_S16:EB,g3
A041,21,PLAT:BET:S15:EB,g2
A041,21,PLAT:BET:S16:EB,g2
A041,24,SEC:BET:S15_S16:EB,g1
A041,24,PLAT:BET:S15:EB,g2
A041,24,PLAT:BET:S16:EB,g2
A042,24,SEC:BET:S15_S16:EB,g3
A042,24,SEC:BET:S16_S17:EB,g1
A042,24,SEC:BET:S17_S18:EB,g1
A042,24,PLAT:BET:S15:EB,g1
A042,24,PLAT:BET:S16:EB,g2
A042,24,PLAT:BET:S17:EB,g1
A042,24,PLAT:BET:S18:EB,g1
A042,25,SEC:BET:S15_S16:EB,g2
A042,25,SEC:BET:S16_S17:EB,g1
A042,25,SEC:BET:S17_S18:EB,g1
A042,25,PLAT:BET:S15:EB,g1
A042,25,PLAT:BET:S16:EB,g1
A042,25,PLAT:BET:S17:EB,g1
A042,25,PLAT:BET:S18:EB,g1
A042,26,SEC:BET:S15_S16:EB,g2
A042,26,SEC:BET:S16_S17:EB,g1
A042,26,SEC:BET:S17_S18:EB,g1
A042,26,PLAT:BET:S15:EB,g2
A042,26,PLAT:BET:S16:EB,g2
A042,26,PLAT:BET:S17:EB,g1
A042,26,PLAT:BET:S18:EB,g1
A043,13,SEC:BET:H02_S15:EB,g2
A043,13,SEC:BET:S15_S16:EB,g2
A043,13,SEC:BET:S16_S17:EB,g1
A043,13,PLAT:BET:H02:EB,g1
A043,13,PLAT:BET:S15:EB,g1
A043,13,PLAT:BET:S16:EB,g1
A043,13,PLAT:BET:S17:EB,g1
A043,27,SEC:BET:H02_S15:EB,g1
A043,27,SEC:BET:S15_S16:EB,g1
A043,27,SEC:BET:S16_S17:EB,g1
A043,27,PLAT:BET:H02:EB,g1
A043,27,PLAT:BET:S15:EB,g1
A043,27,PLAT:BET:S16:EB,g1
A043,27,PLAT:BET:S17:EB,g1
A046,13,SEC:ALP:S05_S06:WB,g1
A046,13,PLAT:ALP:S05:WB,g1
A046,13,PLAT:ALP:S06:WB,g1
A046,20,SEC:ALP:S05_S06:WB,g1
A046,20,PLAT:ALP:S05:WB,g1
A046,20,PLAT:ALP:S06:WB,g1
A046,23,SEC:ALP:S05_S06:WB,g1
A046,23,PLAT:ALP:S05:WB,g1
A046,23,PLAT:ALP:S06:WB,g1
A046,24,SEC:ALP:S05_S06:WB,g1
A046,24,PLAT:ALP:S05:WB,g1
A046,24,PLAT:ALP:S06:WB,g1
A046,26,SEC:ALP:S05_S06:WB,g1
A046,26,PLAT:ALP:S05:WB,g1
A046,26,PLAT:ALP:S06:WB,g1
A047,22,SEC:ALP:H02_S05:EB,g1
A047,22,SEC:ALP:S05_S06:EB,g1
A047,22,PLAT:ALP:H02:EB,g1
A047,22,PLAT:ALP:S05:EB,g1
A047,22,PLAT:ALP:S06:EB,g1
A047,24,SEC:ALP:H02_S05:EB,g1
A047,24,SEC:ALP:S05_S06:EB,g1
A047,24,PLAT:ALP:H02:EB,g1
A047,24,PLAT:ALP:S05:EB,g1
A047,24,PLAT:ALP:S06:EB,g1
A048,7,SEC:BET:S13_S14:EB,g1
A048,7,PLAT:BET:S13:EB,g1
A048,7,PLAT:BET:S14:EB,g1
A048,8,SEC:BET:S13_S14:EB,g1
A048,8,PLAT:BET:S13:EB,g1
A048,8,PLAT:BET:S14:EB,g1
A048,9,SEC:BET:S13_S14:EB,g1
