activity_id,week,location_id,co_share_group
A021,11,PLAT:BET:S12:WB,g1
A021,11,PLAT:BET:S13:WB,g1
A025,8,SEC:ALP:S01_S02:EB,g1
A025,8,SEC:ALP:S02_S03:EB,g1
A025,8,PLAT:ALP:S01:EB,g1
A025,8,PLAT:ALP:S02:EB,g1
A025,8,PLAT:ALP:S03:EB,g1
A025,15,SEC:ALP:S01_S02:EB,g1
A025,15,SEC:ALP:S02_S03:EB,g1
A025,15,PLAT:ALP:S01:EB,g1
A025,15,PLAT:ALP:S02:EB,g1
A025,15,PLAT:ALP:S03:EB,g1
A025,16,SEC:ALP:S01_S02:EB,g1
A025,16,SEC:ALP:S02_S03:EB,g1
A025,16,PLAT:ALP:S01:EB,g1
A025,16,PLAT:ALP:S02:EB,g1
A025,16,PLAT:ALP:S03:EB,g1
A025,17,SEC:ALP:S01_S02:EB,g1
A025,17,SEC:ALP:S02_S03:EB,g1
A025,17,PLAT:ALP:S01:EB,g1
A025,17,PLAT:ALP:S02:EB,g1
A025,17,PLAT:ALP:S03:EB,g1
A025,19,SEC:ALP:S01_S02:EB,g1
A025,19,SEC:ALP:S02_S03:EB,g1
A025,19,PLAT:ALP:S01:EB,g1
A025,19,PLAT:ALP:S02:EB,g1
A025,19,PLAT:ALP:S03:EB,g1
A025,26,SEC:ALP:S01_S02:EB,g1
A025,26,SEC:ALP:S02_S03:EB,g1
A025,26,PLAT:ALP:S01:EB,g1
A025,26,PLAT:ALP:S02:EB,g1
A025,26,PLAT:ALP:S03:EB,g1
A025,27,SEC:ALP:S01_S02:EB,g1
A025,27,SEC:ALP:S02_S03:EB,g1
A025,27,PLAT:ALP:S01:EB,g1
A025,27,PLAT:ALP:S02:EB,g1
A025,27,PLAT:ALP:S03:EB,g1
A028,9,SEC:ALP:S03_S04:EB,g1
A028,9,SEC:ALP:S04_H01:EB,g1
A028,9,PLAT:ALP:S03:EB,g1
A028,9,PLAT:ALP:S04:EB,g1
A028,9,PLAT:ALP:H01:EB,g1
A028,11,SEC:ALP:S03_S04:EB,g1
A028,11,SEC:ALP:S04_H01:EB,g1
A028,11,PLAT:ALP:S03:EB,g1
A028,11,PLAT:ALP:S04:EB,g1
A028,11,PLAT:ALP:H01:EB,g1
A031,8,SEC:ALP:S06_S07:WB,g1
A031,8,SEC:ALP:S07_S08:WB,g1
A031,8,PLAT:ALP:S06:WB,g1
A031,8,PLAT:ALP:S07:WB,g1
A031,8,PLAT:ALP:S08:WB,g1
A031,9,SEC:ALP:S06_S07:WB,g1
A031,9,SEC:ALP:S07_S08:WB,g1
A031,9,PLAT:ALP:S06:WB,g1
A031,9,PLAT:ALP:S07:WB,g1
A031,9,PLAT:ALP:S08:WB,g1
A035,19,SEC:ALP:S02_S03:WB,g1
A035,19,SEC:ALP:S03_S04:WB,g1
A035,19,PLAT:ALP:S02:WB,g1
A035,19,PLAT:ALP:S03:WB,g1
A035,19,PLAT:ALP:S04:WB,g1
A035,23,SEC:ALP:S02_S03:WB,g1
A035,23,SEC:ALP:S03_S04:WB,g2
A035,23,PLAT:ALP:S02:WB,g1
A035,23,PLAT:ALP:S03:WB,g1
A035,23,PLAT:ALP:S04:WB,g1
A035,24,SEC:ALP:S02_S03:WB,g1
A035,24,SEC:ALP:S03_S04:WB,g1
A035,24,PLAT:ALP:S02:WB,g1
A035,24,PLAT:ALP:S03:WB,g1
A035,24,PLAT:ALP:S04:WB,g2
A036,22,SEC:BET:S14_H01:EB,g1
A036,22,PLAT:BET:S14:EB,g1
A036,22,PLAT:BET:H01:EB,g1
A036,23,SEC:BET:S14_H01:EB,g1
A036,23,PLAT:BET:S14:EB,g1
A036,23,PLAT:BET:H01:EB,g1
A036,24,SEC:BET:S14_H01:EB,g1
A036,24,PLAT:BET:S14:EB,g1
A036,24,PLAT:BET:H01:EB,g1
A036,25,SEC:BET:S14_H01:EB,g1
A036,25,PLAT:BET:S14:EB,g1
A036,25,PLAT:BET:H01:EB,g1
A036,26,SEC:BET:S14_H01:EB,g1
A036,26,PLAT:BET:S14:EB,g1
A036,26,PLAT:BET:H01:EB,g1
A037,12,SEC:BET:S15_S16:EB,g1
A037,12,SEC:BET:S16_S17:EB,g1
A037,12,PLAT:BET:S15:EB,g1
A037,12,PLAT:BET:S16:EB,g2
A037,12,PLAT:BET:S17:EB,g1
A037,14,SEC:BET:S15_S16:EB,g1
A037,14,SEC:BET:S16_S17:EB,g1
A037,14,PLAT:BET:S15:EB,g1
A037,14,PLAT:BET:S16:EB,g1
A037,14,PLAT:BET:S17:EB,g1
A038,17,SEC:BET:S17_S18:EB,g1
A038,17,PLAT:BET:S17:EB,g2
A038,17,PLAT:BET:S18:EB,g1
A038,19,SEC:BET:S17_S18:EB,g1
A038,19,PLAT:BET:S17:EB,g2
A038,19,PLAT:BET:S18:EB,g1
A038,20,SEC:BET:S17_S18:EB,g1
A038,20,PLAT:BET:S17:EB,g1
A038,20,PLAT:BET:S18:EB,g1
A039,12,SEC:BET:S11_S12:WB,g1
A039,12,SEC:BET:S12_S13:WB,g1
A039,12,SEC:BET:S13_S14:WB,g1
A039,12,PLAT:BET:S11:WB,g1
A039,12,PLAT:BET:S12:WB,g1
A039,12,PLAT:BET:S13:WB,g1
A039,12,PLAT:BET:S14:WB,g1
A039,13,SEC:BET:S11_S12:WB,g1
A039,13,SEC:BET:S12_S13:WB,g1
A039,13,SEC:BET:S13_S14:WB,g1
A039,13,PLAT:BET:S11:WB,g1
A039,13,PLAT:BET:S12:WB,g1
A039,13,PLAT:BET:S13:WB,g1
A039,13,PLAT:BET:S14:WB,g1
A039,14,SEC:BET:S11_S12:WB,g1
A039,14,SEC:BET:S12_S13:WB,g1
A039,14,SEC:BET:S13_S14:WB,g1
A039,14,PLAT:BET:S11:WB,g1
A039,14,PLAT:BET:S12:WB,g1
A039,14,PLAT:BET:S13:WB,g1
A039,14,PLAT:BET:S14:WB,g1
A039,16,SEC:BET:S11_S12:WB,g1
A039,16,SEC:BET:S12_S13:WB,g1
A039,16,SEC:BET:S13_S14:WB,g1
A039,16,PLAT:BET:S11:WB,g1
A039,16,PLAT:BET:S12:WB,g1
A039,16,PLAT:BET:S13:WB,g1
A039,16,PLAT:BET:S14:WB,g1
A039,17,SEC:BET:S11_S12:WB,g1
A039,17,SEC:BET:S12_S13:WB,g1
A039,17,SEC:BET:S13_S14:WB,g1
A039,17,PLAT:BET:S11:WB,g1
A039,17,PLAT:BET:S12:WB,g1
A039,17,PLAT:BET:S13:WB,g1
A039,17,PLAT:BET:S14:WB,g1
A039,18,SEC:BET:S11_S12:WB,g1
A039,18,SEC:BET:S12_S13:WB,g1
A039,18,SEC:BET:S13_S14:WB,g1
A039,18,PLAT:BET:S11:WB,g1
A039,18,PLAT:BET:S12:WB,g1
A039,18,PLAT:BET:S13:WB,g1
A039,18,PLAT:BET:S14:WB,g1
A039,19,SEC:BET:S11_S12:WB,g1
A039,19,SEC:BET:S12_S13:WB,g1
A039,19,SEC:BET:S13_S14:WB,g1
A039,19,PLAT:BET:S11:WB,g1
A039,19,PLAT:BET:S12:WB,g1
A039,19,PLAT:BET:S13:WB,g1
A039,19,PLAT:BET:S14:WB,g1
A047,17,SEC:ALP:H02_S05:EB,g1
A047,17,SEC:ALP:S05_S06:EB,g1
A047,17,PLAT:ALP:H02:EB,g1
A047,17,PLAT:ALP:S05:EB,g1
A047,17,PLAT:ALP:S06:EB,g1
A047,23,SEC:ALP:H02_S05:EB,g1
A047,23,SEC:ALP:S05_S06:EB,g1
A047,23,PLAT:ALP:H02:EB,g1
A047,23,PLAT:ALP:S05:EB,g1
A047,23,PLAT:ALP:S06:EB,g1
A048,5,SEC:BET:S13_S14:EB,g1
A048,5,PLAT:BET:S13:EB,g1
A048,5,PLAT:BET:S14:EB,g1
A048,11,SEC:BET:S13_S14:EB,g1
A048,11,PLAT:BET:S13:EB,g1
A048,11,PLAT:BET:S14:EB,g1
A048,12,SEC:BET:S13_S14:EB,g1
A048,12,PLAT:BET:S13:EB,g1
A048,12,PLAT:BET:S14:EB,g1
A049,13,SEC:BET:H02_S15:WB,g1
A049,13,SEC:BET:S15_S16:WB,g1
A049,13,PLAT:BET:H02:WB,g1
A049,13,PLAT:BET:S15:WB,g1
A049,13,PLAT:BET:S16:WB,g1
A049,15,SEC:BET:H02_S15:WB,g1
A049,15,SEC:BET:S15_S16:WB,g1
A049,15,PLAT:BET:H02:WB,g1
A049,15,PLAT:BET:S15:WB,g1
A049,15,PLAT:BET:S16:WB,g1
A049,17,SEC:BET:H02_S15:WB,g1
A049,17,SEC:BET:S15_S16:WB,g1
A049,17,PLAT:BET:H02:WB,g1
A049,17,PLAT:BET:S15:WB,g1
A049,17,PLAT:BET:S16:WB,g1
A049,18,SEC:BET:H02_S15:WB,g1
A049,18,SEC:BET:S15_S16:WB,g1
A049,18,PLAT:BET:H02:WB,g1
A049,18,PLAT:BET:S15:WB,g1
A049,18,PLAT:BET:S16:WB,g1
A049,22,SEC:BET:H02_S15:WB,g1
A049,22,SEC:BET:S15_S16:WB,g1
A049,22,PLAT:BET:H02:WB,g1
A049,22,PLAT:BET:S15:WB,g1
A049,22,PLAT:BET:S16:WB,g1
A051,26,SEC:BET:S17_S18:WB,g1
A051,26,PLAT:BET:S17:WB,g1
A051,26,PLAT:BET:S18:WB,g1
A051,27,SEC:BET:S17_S18:WB,g1
A051,27,PLAT:BET:S17:WB,g1
A051,27,PLAT:BET:S18:WB,g1
A055,20,SEC:BET:S13_S14:EB,g1
A055,20,SEC:BET:S14_H01:EB,g1
A055,20,SEC:BET:H01_H02:EB,g1
A055,20,PLAT:BET:S13:EB,g1
A055,20,PLAT:BET:S14:EB,g1
A055,20,PLAT:BET:H01:EB,g1
A055,20,PLAT:BET:H02:EB,g1
A056,21,SEC:ALP:H02_S05:WB,g1
A056,21,SEC:ALP:S05_S06:WB,g1
A056,21,SEC:ALP:S06_S07:WB,g1
A056,21,PLAT:ALP:H02:WB,g1
A056,21,PLAT:ALP:S05:WB,g1
A056,21,PLAT:ALP:S06:WB,g1
A056,21,PLAT:ALP:S07:WB,g1
A056,23,SEC:ALP:H02_S05:WB,g1
A056,23,SEC:ALP:S05_S06:WB,g1
A056,23,SEC:ALP:S06_S07:WB,g1
A056,23,PLAT:ALP:H02:WB,g1
A056,23,PLAT:ALP:S05:WB,g2
A056,23,PLAT:ALP:S06:WB,g1
A056,23,PLAT:ALP:S07:WB,g1
A059,14,SEC:ALP:S06_S07:WB,g1
A059,14,SEC:ALP:S07_S08:WB,g1
A059,14,PLAT:ALP:S06:WB,g1
A059,14,PLAT:ALP:S07:WB,g1
A059,14,PLAT:ALP:S08:WB,g1
A059,15,SEC:ALP:S06_S07:WB,g1
A059,15,SEC:ALP:S07_S08:WB,g1
A059,15,PLAT:ALP:S06:WB,g1
A059,15,PLAT:ALP:S07:WB,g1
A059,15,PLAT:ALP:S08:WB,g1
A059,16,SEC:ALP:S06_S07:WB,g1
A059,16,SEC:ALP:S07_S08:WB,g1
A059,16,PLAT:ALP:S06:WB,g1
A059,16,PLAT:ALP:S07:WB,g1
A059,16,PLAT:ALP:S08:WB,g1
A059,17,SEC:ALP:S06_S07:WB,g1
A059,17,SEC:ALP:S07_S08:WB,g1
A059,17,PLAT:ALP:S06:WB,g1
A059,17,PLAT:ALP:S07:WB,g1
A059,17,PLAT:ALP:S08:WB,g1
A059,18,SEC:ALP:S06_S07:WB,g1
A059,18,SEC:ALP:S07_S08:WB,g1
A059,18,PLAT:ALP:S06:WB,g1
A059,18,PLAT:ALP:S07:WB,g1
A059,18,PLAT:ALP:S08:WB,g1
A059,19,SEC:ALP:S06_S07:WB,g1
A059,19,SEC:ALP:S07_S08:WB,g1
A059,19,PLAT:ALP:S06:WB,g1
A059,19,PLAT:ALP:S07:WB,g1
A059,19,PLAT:ALP:S08:WB,g1
A060,16,SEC:BET:H02_S15:EB,g1
A060,16,SEC:BET:S15_S16:EB,g1
A060,16,PLAT:BET:H02:EB,g1
A060,16,PLAT:BET:S15:EB,g1
A060,16,PLAT:BET:S16:EB,g1
A060,18,SEC:BET:H02_S15:EB,g1
A060,18,SEC:BET:S15_S16:EB,g3
A060,18,PLAT:BET:H02:EB,g1
A060,18,PLAT:BET:S15:EB,g2
A060,18,PLAT:BET:S16:EB,g2
A060,19,SEC:BET:H02_S15:EB,g2
A060,19,SEC:BET:S15_S16:EB,g3
A060,19,PLAT:BET:H02:EB,g1
A060,19,PLAT:BET:S15:EB,g1
A060,19,PLAT:BET:S16:EB,g1
A061,4,SEC:BET:H01_H02:EB,g1
A061,4,SEC:BET:H02_S15:EB,g1
A061,4,PLAT:BET:H01:EB,g1
A061,4,PLAT:BET:H02:EB,g1
A061,4,PLAT:BET:S15:EB,g1
A061,11,SEC:BET:H01_H02:EB,g1
A061,11,SEC:BET:H02_S15:EB,g1
A061,11,PLAT:BET:H01:EB,g1
A061,11,PLAT:BET:H02:EB,g1
A061,11,PLAT:BET:S15:EB,g1
A061,12,SEC:BET:H01_H02:EB,g1
A061,12,SEC:BET:H02_S15:EB,g1
A061,12,PLAT:BET:H01:EB,g1
A061,12,PLAT:BET:H02:EB,g1
A061,12,PLAT:BET:S15:EB,g1
A061,13,SEC:BET:H01_H02:EB,g1
A061,13,SEC:BET:H02_S15:EB,g1
A061,13,PLAT:BET:H01:EB,g1
A061,13,PLAT:BET:H02:EB,g1
A061,13,PLAT:BET:S15:EB,g1
A061,14,SEC:BET:H01_H02:EB,g1
A061,14,SEC:BET:H02_S15:EB,g1
A061,14,PLAT:BET:H01:EB,g1
A061,14,PLAT:BET:H02:EB,g1
A061,14,PLAT:BET:S15:EB,g2
A061,15,SEC:BET:H01_H02:EB,g1
A061,15,SEC:BET:H02_S15:EB,g1
A061,15,PLAT:BET:H01:EB,g1
A061,15,PLAT:BET:H02:EB,g1
A061,15,PLAT:BET:S15:EB,g1
A061,17,SEC:BET:H01_H02:EB,g1
A061,17,SEC:BET:H02_S15:EB,g2
A061,17,PLAT:BET:H01:EB,g1
A061,17,PLAT:BET:H02:EB,g1
A061,17,PLAT:BET:S15:EB,g1
A063,16,SEC:BET:S14_H01:EB,g1
A063,16,SEC:BET:H01_H02:EB,g1
A063,16,PLAT:BET:S14:EB,g1
A063,16,PLAT:BET:H01:EB,g1
A063,16,PLAT:BET:H02:EB,g1
A064,16,SEC:BET:S15_S16:WB,g1
A064,16,PLAT:BET:S15:WB,g1
A064,16,PLAT:BET:S16:WB,g1
A065,21,SEC:BET:S12_S13:WB,g1
A065,21,PLAT:BET:S12:WB,g1
A065,21,PLAT:BET:S13:WB,g1
A066,27,SEC:ALP:S02_S03:WB,g1
A066,27,SEC:ALP:S03_S04:WB,g1
A066,27,SEC:ALP:S04_H01:WB,g1
A066,27,PLAT:ALP:S02:WB,g1
A066,27,PLAT:ALP:S03:WB,g1
A066,27,PLAT:ALP:S04:WB,g1
A066,27,PLAT:ALP:H01:WB,g1
A069,10,SEC:ALP:S03_S04:WB,g1
A069,10,SEC:ALP:S04_H01:WB,g1
A069,10,SEC:ALP:H01_H02:WB,g1
A069,10,PLAT:ALP:S03:WB,g2
A069,10,PLAT:ALP:S04:WB,g1
A069,10,PLAT:ALP:H01:WB,g1
A069,10,PLAT:ALP:H02:WB,g1
A069,12,SEC:ALP:S03_S04:WB,g1
A069,12,SEC:ALP:S04_H01:WB,g1
A069,12,SEC:ALP:H01_H02:WB,g1
A069,12,PLAT:ALP:S03:WB,g1
A069,12,PLAT:ALP:S04:WB,g1
A069,12,PLAT:ALP:H01:WB,g1
A069,12,PLAT:ALP:H02:WB,g1
A071,25,SEC:BET:S15_S16:EB,g1
A071,25,SEC:BET:S16_S17:EB,g2
A071,25,PLAT:BET:S15:EB,g2
A071,25,PLAT:BET:S16:EB,g2
A071,25,PLAT:BET:S17:EB,g1
A072,24,SEC:ALP:S04_H01:EB,g1
A072,24,SEC:ALP:H01_H02:EB,g1
A072,24,PLAT:ALP:S04:EB,g1
A072,24,PLAT:ALP:H01:EB,g1
A072,24,PLAT:ALP:H02:EB,g1
A073,26,SEC:BET:H01_H02:EB,g1
A073,26,SEC:BET:H02_S15:EB,g2
A073,26,PLAT:BET:H01:EB,g1
A073,26,PLAT:BET:H02:EB,g1
A073,26,PLAT:BET:S15:EB,g1
A074,21,SEC:ALP:H01_H02:EB,g1
A074,21,PLAT:ALP:H01:EB,g1
A074,21,PLAT:ALP:H02:EB,g1
A075,28,SEC:BET:H01_H02:WB,g1
A075,28,PLAT:BET:H01:WB,g1
A075,28,PLAT:BET:H02:WB,g1
